workclass,race,sex,age,education_num,hours_per_week,capital_gain,data_source
Private,white,male,23.0,6.0,40.0,0,census_1994
Self-emp-not-inc, White ,Male,30.0,9.0,75.0,0,census_1994
Private,Black, Female,23.0,9.0,40.0,0,census_1994
, White ,F,26.0,10.0,35.0,0,census_1994
Private,Black,FEMALE,50.0,9.0,37.0,0,census_1994
  PRIVATE  ,  ASIAN-PAC-ISLANDER  ,FEMALE,18.0,9.0,40.0,0,census_1994
Private,white,female,36.0,13.0,40.0,0,census_1994
  PRIVATE  ,White,MALE,26.0,9.0,50.0,0,census_1994
Private,Other,Male,26.0,8.0,48.0,0,census_1994
Private,White,MALE,26.0,9.0,60.0,0,census_1994
  PRIVATE  , White ,MALE,41.0,16.0,50.0,0,census_1994
Private,White,MALE,36.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,female,44.0,13.0,37.0,0,census_1994
Private,White,FEMALE,27.0,9.0,40.0,"5,178",census_1994
 Self-emp-not-inc ,White,male,36.0,9.0,35.0,0,census_1994
Private,White,M,40.0,10.0,40.0,0,census_1994
Private,  WHITE  , Male,40.0,12.0,44.0,0,census_1994
,  WHITE  ,F,56.0,10.0,50.0,0,census_1994
Private,White,unknown,43.0,9.0,40.0,0,census_1994
 Private ,White,Male,17.0,5.0,40.0,0,census_1994
Private,  WHITE  ,MALE,36.0,13.0,55.0,0,census_1994
 Private ,Black, Female,39.0,9.0,40.0,0,census_1994
Private,Other,FEMALE,20.0,10.0,20.0,0,census_1994
Private,asian-pac-islander,M,50.0,12.0,40.0,0,census_1994
 Private ,White,male,56.0,4.0,26.0,0,census_1994
Private,White,,24.0,10.0,49.0,0,census_1994
  SELF-EMP-NOT-INC  ,White,M,46.0,12.0,60.0,0,census_1994
Private,White,M,57.0,9.0,40.0,0,census_1994
Private,Asian-Pac-Islander,male,27.0,9.0,40.0,0,census_1994
Local-gov,  WHITE  , Female,43.0,13.0,34.0,0,census_1994
Private,black,female,63.0,13.0,20.0,0,census_1994
Local-gov, Black ,male,43.0,10.0,40.0,0,census_1994
,Amer-Indian-Eskimo, Female,47.0,10.0,35.0,0,census_1994
private,White,male,51.0,11.0,40.0,0,census_1994
Private, White ,M,27.0,9.0,48.0,0,census_1994
Private,white,Female,21.0,9.0,30.0,0,census_1994
,White,Female,21.0,10.0,35.0,0,census_1994
  LOCAL-GOV  ,Black,female,44.0,13.0,36.0,0,census_1994
Private,White,MALE,76.0,13.0,40.0,0,census_1994
Private,White,male,28.0,9.0,40.0,0,census_1994
,White,FEMALE,36.0,9.0,40.0,0,census_1994
Private,  WHITE  , Female,29.0,7.0,40.0,0,census_1994
,  WHITE  ,M,26.0,10.0,12.0,0,census_1994
Private,Asian-Pac-Islander,male,53.0,13.0,50.0,0,census_1994
Private,white,unknown,22.0,10.0,40.0,0,census_1994
private,black,F,36.0,10.0,40.0,0,census_1994
  PRIVATE  ,White,F,19.0,10.0,20.0,0,census_1994
Private,white,unknown,38.0,10.0,60.0,0,census_1994
Private,White,MALE,22.0,3.0,40.0,0,census_1994
Private,Other, Female,33.0,10.0,40.0,0,census_1994
  PRIVATE  ,White,FEMALE,20.0,10.0,4.0,0,census_1994
Private,White,Male,36.0,10.0,40.0,0,census_1994
private,White,M,30.0,13.0,40.0,0,census_1994
  PRIVATE  , White ,male,21.0,9.0,24.0,0,census_1994
  PRIVATE  ,  WHITE  , Male,81.0,2.0,15.0,0,census_1994
 Local-gov , Black ,Male,46.0,7.0,40.0,0,census_1994
Federal-gov,white,F,27.0,13.0,40.0,0,census_1994
Private,  WHITE  ,FEMALE,48.0,10.0,32.0,0,census_1994
Private, White ,M,29.0,13.0,50.0,0,census_1994
Private,White,male,47.0,9.0,45.0,0,census_1994
Self-emp-not-inc,White,female,54.0,14.0,30.0,0,census_1994
Private, White ,male,38.0,12.0,40.0,0,census_1994
,  WHITE  ,M,22.0,5.0,30.0,0,census_1994
private,White,Male,67.0,13.0,24.0,0,census_1994
Local-gov,White,FEMALE,61.0,9.0,35.0,"1,471",census_1994
Self-emp-not-inc,White,Male,47.0,13.0,35.0,0,census_1994
Private,White,M,57.0,5.0,40.0,0,census_1994
Private,White,MALE,53.0,9.0,40.0,0,census_1994
Private,Black,Female,55.0,7.0,40.0,0,census_1994
Local-gov,White,MALE,35.0,12.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,White, Male,36.0,11.0,48.0,0,census_1994
Private,white,M,36.0,9.0,40.0,0,census_1994
 Self-emp-not-inc ,White,M,25.0,13.0,30.0,0,census_1994
Local-gov,Black,male,41.0,11.0,40.0,0,census_1994
Private,White,M,45.0,9.0,40.0,0,census_1994
Local-gov,  WHITE  , Female,30.0,11.0,40.0,0,census_1994
Private,White,FEMALE,31.0,9.0,40.0,0,census_1994
Private,White,female,22.0,10.0,40.0,0,census_1994
,black,MALE,77.0,5.0,40.0,0,census_1994
 Private ,  WHITE  ,M,37.0,9.0,49.0,0,census_1994
Private,  WHITE  , Male,29.0,9.0,40.0,0,census_1994
Private,White,MALE,25.0,10.0,40.0,0,census_1994
Local-gov,Black, Male,36.0,13.0,40.0,0,census_1994
Self-emp-inc,white,female,68.0,11.0,50.0,"25,124",census_1994
 Private ,White,M,31.0,11.0,40.0,0,census_1994
Private,white,unknown,30.0,11.0,40.0,0,census_1994
Private,  WHITE  ,M,40.0,6.0,50.0,0,census_1994
Private,White,male,55.0,14.0,60.0,0,census_1994
 Private , Amer-Indian-Eskimo ,male,19.0,10.0,42.0,0,census_1994
Private,White,M,38.0,10.0,40.0,0,census_1994
Self-emp-not-inc,White, Male,66.0,9.0,10.0,0,census_1994
State-gov,  WHITE  ,Female,51.0,12.0,38.0,0,census_1994
  PRIVATE  ,Other, Male,35.0,9.0,40.0,0,census_1994
,White,male,72.0,4.0,30.0,0,census_1994
self-emp-inc,  WHITE  ,Female,60.0,9.0,15.0,"15,024",census_1994
Private,White,Male,32.0,11.0,46.0,0,census_1994
Private,White, Female,27.0,13.0,40.0,0,census_1994
Private, White ,MALE,35.0,13.0,65.0,0,census_1994
Private, White ,MALE,32.0,6.0,45.0,0,census_1994
Private, White ,male,38.0,9.0,40.0,0,census_1994
Private,Black,,43.0,9.0,45.0,0,census_1994
Private,White,female,21.0,9.0,55.0,0,census_1994
Local-gov,  WHITE  ,MALE,33.0,12.0,40.0,0,census_1994
,White, Male,60.0,5.0,40.0,0,census_1994
State-gov,white, Male,42.0,10.0,40.0,0,census_1994
Self-emp-not-inc,White,M,41.0,9.0,38.0,0,census_1994
, White ,female,49.0,9.0,60.0,0,census_1994
,Black,Female,41.0,9.0,28.0,0,census_1994
Private,white,Female,47.0,7.0,45.0,0,census_1994
Private,  WHITE  ,F,26.0,13.0,40.0,0,census_1994
  STATE-GOV  ,  ASIAN-PAC-ISLANDER  ,Female,28.0,13.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,White, Male,44.0,10.0,40.0,0,census_1994
local-gov,White,MALE,41.0,9.0,40.0,0,census_1994
Private,  WHITE  ,M,47.0,4.0,40.0,0,census_1994
  PRIVATE  ,black,,49.0,9.0,40.0,0,census_1994
federal-gov, White ,Male,37.0,10.0,55.0,"8,614",census_1994
Private,White,male,62.0,10.0,45.0,0,census_1994
  STATE-GOV  ,  WHITE  ,male,44.0,9.0,40.0,0,census_1994
Private,White,Male,36.0,10.0,50.0,0,census_1994
State-gov,Asian-Pac-Islander,Male,27.0,10.0,50.0,0,census_1994
 Self-emp-not-inc ,White,M,47.0,13.0,40.0,0,census_1994
private, White , Male,56.0,9.0,40.0,0,census_1994
Federal-gov,Black, Female,44.0,12.0,40.0,0,census_1994
Private,White,F,46.0,9.0,40.0,0,census_1994
Self-emp-not-inc,Other,M,42.0,13.0,30.0,0,census_1994
Private,white,Female,20.0,9.0,10.0,0,census_1994
Private,  WHITE  ,MALE,60.0,10.0,40.0,0,census_1994
 Private ,White,unknown,50.0,9.0,40.0,0,census_1994
private,White,female,41.0,13.0,40.0,0,census_1994
  PRIVATE  ,White,M,59.0,4.0,40.0,0,census_1994
  PRIVATE  ,  ASIAN-PAC-ISLANDER  ,MALE,23.0,6.0,30.0,0,census_1994
Private,Black,FEMALE,44.0,10.0,40.0,0,census_1994
private,White, Male,24.0,9.0,50.0,0,census_1994
 Private ,  WHITE  ,M,24.0,13.0,42.0,0,census_1994
  PRIVATE  ,White, Female,26.0,10.0,40.0,0,census_1994
Private,White,M,45.0,15.0,40.0,0,census_1994
local-gov,white, Male,23.0,10.0,40.0,0,census_1994
Private,white,unknown,50.0,13.0,40.0,0,census_1994
Private,Other,female,34.0,5.0,40.0,0,census_1994
 Private ,White,male,45.0,9.0,40.0,0,census_1994
,White,M,35.0,2.0,15.0,0,census_1994
  PRIVATE  ,Black,female,37.0,13.0,40.0,0,census_1994
Private,Amer-Indian-Eskimo,M,44.0,9.0,40.0,0,census_1994
Private,White,male,39.0,13.0,50.0,0,census_1994
 Private ,  WHITE  ,M,46.0,9.0,70.0,0,census_1994
  PRIVATE  ,White,Female,48.0,12.0,30.0,0,census_1994
  FEDERAL-GOV  ,White,MALE,19.0,10.0,20.0,0,census_1994
Private,white,female,24.0,9.0,25.0,0,census_1994
private,Asian-Pac-Islander,Male,38.0,9.0,48.0,0,census_1994
 Self-emp-inc ,White,MALE,41.0,15.0,60.0,0,census_1994
, Amer-Indian-Eskimo ,Male,65.0,9.0,40.0,"3,818",census_1994
Private,White,M,45.0,10.0,50.0,"7,298",census_1994
Self-emp-not-inc,White,MALE,53.0,6.0,40.0,0,census_1994
private,Black,M,42.0,9.0,40.0,0,census_1994
Federal-gov,white, Male,18.0,7.0,4.0,0,census_1994
Self-emp-inc,White, Male,59.0,9.0,60.0,0,census_1994
,White,Male,58.0,9.0,55.0,0,census_1994
Private,White,MALE,42.0,12.0,60.0,0,census_1994
 Federal-gov ,white,male,37.0,10.0,40.0,0,census_1994
Private,  WHITE  , Male,27.0,9.0,40.0,0,census_1994
  LOCAL-GOV  ,White,male,51.0,9.0,40.0,0,census_1994
Private,White,female,60.0,6.0,40.0,0,census_1994
Federal-gov,Asian-Pac-Islander,male,34.0,13.0,40.0,"1,471",census_1994
Private, White ,F,52.0,9.0,36.0,"2,597",census_1994
  SELF-EMP-NOT-INC  ,White,MALE,70.0,10.0,20.0,0,census_1994
Private,White,MALE,30.0,11.0,55.0,0,census_1994
  SELF-EMP-NOT-INC  ,white,FEMALE,30.0,11.0,40.0,0,census_1994
Private,White,MALE,25.0,10.0,40.0,0,census_1994
Private,White, Female,42.0,9.0,40.0,0,census_1994
,White, Male,19.0,9.0,40.0,0,census_1994
Self-emp-not-inc,Asian-Pac-Islander,MALE,45.0,9.0,40.0,0,census_1994
State-gov, Black ,Male,35.0,9.0,40.0,0,census_1994
Private,White,female,41.0,11.0,40.0,"3,887",census_1994
Private,White,male,31.0,9.0,40.0,0,census_1994
private,White,MALE,44.0,10.0,60.0,0,census_1994
private,amer-indian-eskimo,Male,31.0,9.0,40.0,0,census_1994
,White,female,39.0,13.0,30.0,0,census_1994
 Private ,White, Female,30.0,9.0,30.0,0,census_1994
Private,white,Male,59.0,7.0,40.0,0,census_1994
Self-emp-not-inc,White,M,45.0,13.0,40.0,0,census_1994
Private,  WHITE  ,female,55.0,9.0,32.0,0,census_1994
Private,White,FEMALE,19.0,9.0,35.0,0,census_1994
Private,White,FEMALE,41.0,7.0,40.0,0,census_1994
Private, White ,male,48.0,9.0,43.0,0,census_1994
Private,white,MALE,49.0,9.0,50.0,0,census_1994
Local-gov,  BLACK  , Female,49.0,10.0,40.0,0,census_1994
private,White,MALE,43.0,13.0,50.0,0,census_1994
Private,White,M,22.0,10.0,30.0,0,census_1994
Self-emp-inc,White, Male,53.0,10.0,50.0,"15,024",census_1994
Private,White,Female,24.0,9.0,50.0,0,census_1994
Private,White,female,34.0,9.0,40.0,0,census_1994
Private,  WHITE  ,male,44.0,12.0,40.0,"4,386",census_1994
Private,White,unknown,43.0,9.0,50.0,0,census_1994
  STATE-GOV  ,White,MALE,43.0,10.0,40.0,0,census_1994
Private,White,male,45.0,10.0,40.0,0,census_1994
 State-gov ,White,MALE,27.0,9.0,45.0,0,census_1994
,  WHITE  ,male,70.0,3.0,20.0,0,census_1994
self-emp-inc,White,Male,35.0,9.0,60.0,0,census_1994
Private,White,M,60.0,9.0,50.0,0,census_1994
Private,White,male,28.0,10.0,40.0,0,census_1994
private, Asian-Pac-Islander ,F,28.0,4.0,48.0,0,census_1994
Private,White,Male,19.0,9.0,40.0,0,census_1994
Self-emp-inc,White, Male,58.0,10.0,60.0,"7,298",census_1994
 Private ,White,F,60.0,9.0,27.0,0,census_1994
private,White,Female,20.0,10.0,25.0,0,census_1994
Private,  WHITE  , Female,24.0,13.0,40.0,"3,674",census_1994
State-gov,White,Female,21.0,10.0,11.0,0,census_1994
federal-gov,  WHITE  ,female,24.0,12.0,40.0,0,census_1994
Private,White,Male,55.0,10.0,45.0,0,census_1994
Private, White ,M,26.0,10.0,30.0,0,census_1994
Private, White ,Female,54.0,9.0,40.0,0,census_1994
self-emp-not-inc,White,MALE,37.0,13.0,65.0,0,census_1994
Self-emp-not-inc,White, Male,43.0,15.0,50.0,0,census_1994
Self-emp-not-inc,Asian-Pac-Islander,FEMALE,43.0,13.0,60.0,0,census_1994
Private,White, Male,54.0,7.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  , Female,58.0,4.0,40.0,0,census_1994
Private,White, Male,21.0,10.0,8.0,0,census_1994
Private,white,Male,20.0,10.0,40.0,0,census_1994
Private,White,Female,22.0,10.0,30.0,0,census_1994
Private,Black,FEMALE,45.0,9.0,40.0,0,census_1994
Private,White, Male,29.0,10.0,15.0,0,census_1994
Private,  WHITE  , Female,35.0,9.0,40.0,0,census_1994
Private,White,M,33.0,13.0,50.0,0,census_1994
Private,  WHITE  ,M,47.0,9.0,50.0,0,census_1994
Local-gov,Black,MALE,31.0,9.0,40.0,0,census_1994
self-emp-not-inc,White,Male,20.0,9.0,40.0,0,census_1994
private,White,F,18.0,7.0,15.0,0,census_1994
Self-emp-not-inc,White, Male,32.0,10.0,50.0,0,census_1994
private,  WHITE  ,female,25.0,13.0,40.0,0,census_1994
Private,White,?,28.0,3.0,40.0,0,census_1994
Private,White,male,30.0,9.0,40.0,0,census_1994
Private,white,Male,25.0,13.0,40.0,0,census_1994
State-gov,White,M,58.0,13.0,40.0,0,census_1994
Private,amer-indian-eskimo,Female,43.0,10.0,36.0,0,census_1994
  PRIVATE  ,white,M,35.0,10.0,40.0,0,census_1994
Private,Asian-Pac-Islander,MALE,61.0,1.0,40.0,0,census_1994
private,White,M,55.0,13.0,40.0,0,census_1994
Self-emp-not-inc,Asian-Pac-Islander,MALE,29.0,9.0,50.0,0,census_1994
 Private ,white,FEMALE,41.0,13.0,40.0,0,census_1994
,White,M,21.0,10.0,75.0,0,census_1994
 Private ,White, Male,35.0,13.0,40.0,0,census_1994
Private,  WHITE  , Male,34.0,10.0,40.0,0,census_1994
Private,White,Male,19.0,9.0,35.0,0,census_1994
Local-gov,White,male,66.0,9.0,20.0,"3,432",census_1994
  PRIVATE  ,White,MALE,25.0,9.0,44.0,0,census_1994
 Self-emp-not-inc ,white,MALE,50.0,16.0,64.0,0,census_1994
Private,white,female,33.0,10.0,40.0,"15,024",census_1994
Private,White,Male,25.0,12.0,48.0,0,census_1994
private,  ASIAN-PAC-ISLANDER  ,F,36.0,9.0,35.0,0,census_1994
Private,  WHITE  ,male,35.0,9.0,50.0,0,census_1994
State-gov,White,female,25.0,13.0,38.0,0,census_1994
 Private ,Black, Male,58.0,3.0,40.0,0,census_1994
  PRIVATE  ,Black, Male,35.0,10.0,50.0,0,census_1994
private,White, Female,47.0,10.0,45.0,0,census_1994
  SELF-EMP-NOT-INC  ,Black,female,54.0,6.0,10.0,0,census_1994
Private,White,female,39.0,9.0,40.0,0,census_1994
private,White,Female,50.0,3.0,40.0,0,census_1994
Private,  WHITE  ,M,38.0,9.0,70.0,"7,688",census_1994
State-gov,white, Male,53.0,16.0,50.0,0,census_1994
private,White, Female,48.0,10.0,40.0,0,census_1994
  PRIVATE  ,White,male,42.0,9.0,42.0,0,census_1994
  FEDERAL-GOV  ,Black, Female,40.0,9.0,52.0,0,census_1994
Private,white,FEMALE,41.0,9.0,40.0,0,census_1994
Private,  BLACK  ,Female,44.0,10.0,35.0,0,census_1994
Local-gov,Black,unknown,45.0,10.0,40.0,"5,013",census_1994
  PRIVATE  ,White,FEMALE,44.0,10.0,25.0,0,census_1994
Self-emp-inc,  WHITE  ,male,41.0,9.0,62.0,0,census_1994
Private,  WHITE  ,male,36.0,9.0,40.0,0,census_1994
Private,white,male,30.0,6.0,50.0,0,census_1994
 Private ,  WHITE  ,F,40.0,13.0,40.0,0,census_1994
Private,White,M,30.0,11.0,40.0,0,census_1994
Self-emp-not-inc,Asian-Pac-Islander,Male,42.0,11.0,40.0,"2,885",census_1994
State-gov,white,Male,67.0,4.0,35.0,0,census_1994
Private,white,MALE,19.0,6.0,45.0,0,census_1994
Private, White , Male,54.0,10.0,55.0,0,census_1994
Private, White ,Male,36.0,9.0,48.0,0,census_1994
  PRIVATE  ,Black, Male,34.0,10.0,40.0,0,census_1994
Private,White, Male,26.0,3.0,40.0,0,census_1994
Federal-gov,White,M,44.0,13.0,40.0,0,census_1994
  PRIVATE  ,White,M,32.0,5.0,50.0,0,census_1994
private,White,MALE,62.0,5.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,  WHITE  , Male,31.0,4.0,40.0,0,census_1994
Self-emp-not-inc, White ,MALE,69.0,4.0,35.0,0,census_1994
,White,M,81.0,9.0,18.0,0,census_1994
  PRIVATE  ,White,MALE,22.0,12.0,35.0,0,census_1994
,White,Female,19.0,9.0,8.0,0,census_1994
Never-worked,White,male,18.0,6.0,40.0,0,census_1994
  PRIVATE  ,  BLACK  ,unknown,22.0,10.0,10.0,0,census_1994
Private,white,unknown,28.0,9.0,38.0,0,census_1994
,white, Male,35.0,10.0,40.0,0,census_1994
Private,  WHITE  ,Male,31.0,9.0,45.0,0,census_1994
private, Black ,Female,34.0,9.0,25.0,0,census_1994
local-gov,Asian-Pac-Islander,FEMALE,73.0,3.0,25.0,0,census_1994
State-gov,White,F,27.0,13.0,40.0,0,census_1994
Private,White,female,47.0,9.0,40.0,0,census_1994
Private,  WHITE  , Male,50.0,10.0,60.0,0,census_1994
Self-emp-not-inc,  WHITE  , Male,46.0,10.0,45.0,0,census_1994
,White,M,18.0,8.0,7.0,0,census_1994
Private,White, Male,35.0,9.0,50.0,0,census_1994
State-gov,White,Male,66.0,9.0,40.0,0,census_1994
Private,White, Male,46.0,11.0,50.0,0,census_1994
Private,White,male,46.0,9.0,30.0,0,census_1994
Private, White , Female,18.0,7.0,10.0,0,census_1994
  PRIVATE  ,White,Male,62.0,10.0,40.0,0,census_1994
private,Asian-Pac-Islander,male,41.0,4.0,40.0,0,census_1994
local-gov,  WHITE  , Male,35.0,9.0,40.0,0,census_1994
Private,White,Male,24.0,9.0,35.0,0,census_1994
Self-emp-inc,  WHITE  , Male,41.0,13.0,40.0,"15,024",census_1994
  SELF-EMP-INC  ,White,M,73.0,13.0,50.0,0,census_1994
Private,white,MALE,35.0,11.0,40.0,0,census_1994
 Private ,White,Male,21.0,9.0,40.0,0,census_1994
Private,White,Male,19.0,6.0,45.0,0,census_1994
  SELF-EMP-NOT-INC  ,White, Male,67.0,13.0,40.0,0,census_1994
Local-gov,Amer-Indian-Eskimo, Female,38.0,10.0,40.0,0,census_1994
Local-gov,  WHITE  ,M,34.0,15.0,40.0,0,census_1994
Private, White , Female,40.0,16.0,30.0,0,census_1994
  LOCAL-GOV  , Black ,F,47.0,12.0,40.0,0,census_1994
Private,White,FEMALE,25.0,13.0,40.0,0,census_1994
Private, White , Female,40.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,M,27.0,3.0,45.0,0,census_1994
  PRIVATE  ,White,M,37.0,7.0,40.0,0,census_1994
Private,White,Male,30.0,7.0,40.0,0,census_1994
Private,White, Female,41.0,14.0,45.0,0,census_1994
Private,  BLACK  ,,38.0,10.0,40.0,0,census_1994
Private,White,MALE,23.0,9.0,40.0,0,census_1994
 Private ,  WHITE  ,male,40.0,16.0,40.0,0,census_1994
 Private ,White,M,32.0,9.0,40.0,"5,178",census_1994
,Black,F,66.0,7.0,40.0,0,census_1994
Private,White, Female,24.0,13.0,40.0,0,census_1994
Private,white,unknown,72.0,7.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,  WHITE  , Male,36.0,10.0,60.0,0,census_1994
Private,Black, Female,17.0,9.0,16.0,0,census_1994
Self-emp-inc,White,male,39.0,11.0,60.0,0,census_1994
private,  WHITE  , Male,31.0,10.0,40.0,0,census_1994
Private,  WHITE  , Male,39.0,9.0,65.0,0,census_1994
Private,white,MALE,19.0,9.0,40.0,0,census_1994
 Self-emp-not-inc ,White,,82.0,9.0,12.0,0,census_1994
private, Black ,MALE,36.0,13.0,40.0,0,census_1994
 Private ,White,male,60.0,4.0,40.0,0,census_1994
Private,White,Male,48.0,9.0,40.0,0,census_1994
Private, White ,M,40.0,9.0,40.0,0,census_1994
private,White, Female,80.0,13.0,40.0,0,census_1994
State-gov,White, Male,32.0,16.0,99.0,"2,961",census_1994
self-emp-not-inc,White,Female,56.0,7.0,65.0,0,census_1994
private,  WHITE  ,M,50.0,13.0,40.0,0,census_1994
 Local-gov ,White,Male,25.0,13.0,40.0,0,census_1994
Private,White,FEMALE,29.0,9.0,55.0,0,census_1994
Private,white,Female,18.0,9.0,40.0,0,census_1994
Federal-gov,White,Male,22.0,9.0,40.0,0,census_1994
,White, Male,18.0,10.0,48.0,0,census_1994
,White,F,58.0,10.0,36.0,0,census_1994
Private,Black,Female,52.0,10.0,32.0,0,census_1994
Private,White,MALE,24.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,M,26.0,6.0,40.0,0,census_1994
  PRIVATE  ,White, Female,25.0,9.0,20.0,0,census_1994
  PRIVATE  , White , Female,44.0,11.0,30.0,0,census_1994
private,White,Male,17.0,7.0,15.0,0,census_1994
Private,Black, Female,19.0,9.0,30.0,0,census_1994
State-gov,white,FEMALE,53.0,9.0,40.0,"15,024",census_1994
Private, White , Male,22.0,10.0,35.0,0,census_1994
,Black, Female,28.0,7.0,40.0,0,census_1994
Private,White,male,21.0,10.0,40.0,0,census_1994
Private, White ,Male,34.0,14.0,50.0,0,census_1994
Private,White,male,43.0,10.0,40.0,0,census_1994
Local-gov,white,FEMALE,26.0,13.0,40.0,0,census_1994
private, White , Male,37.0,9.0,45.0,0,census_1994
Local-gov,White, Female,50.0,14.0,40.0,0,census_1994
Federal-gov, White ,Male,46.0,13.0,40.0,"3,103",census_1994
Self-emp-inc, White ,MALE,43.0,13.0,45.0,0,census_1994
Private,  WHITE  ,Male,52.0,10.0,60.0,0,census_1994
Private,White, Female,18.0,8.0,20.0,0,census_1994
self-emp-not-inc,  WHITE  ,male,60.0,10.0,50.0,0,census_1994
Private,White,female,48.0,13.0,38.0,0,census_1994
Private,White,FEMALE,33.0,13.0,45.0,0,census_1994
 Private ,Black,female,55.0,6.0,40.0,0,census_1994
Private,White,Male,29.0,9.0,25.0,0,census_1994
 Self-emp-not-inc ,White,Male,51.0,12.0,40.0,0,census_1994
Self-emp-inc,White,M,37.0,10.0,50.0,0,census_1994
State-gov,White,,60.0,16.0,55.0,0,census_1994
Private,White,Male,67.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,male,44.0,9.0,40.0,0,census_1994
Private,White,Female,23.0,10.0,20.0,0,census_1994
Local-gov,White,Male,30.0,10.0,40.0,0,census_1994
Local-gov,White,M,42.0,14.0,60.0,0,census_1994
Private,  WHITE  ,Male,49.0,4.0,32.0,0,census_1994
, White ,F,71.0,9.0,18.0,"1,173",census_1994
Private,White,F,44.0,7.0,40.0,0,census_1994
Private,White,M,28.0,9.0,40.0,0,census_1994
Private,White,unknown,38.0,9.0,60.0,0,census_1994
Private,White,Male,37.0,9.0,44.0,0,census_1994
,  BLACK  ,Female,63.0,10.0,24.0,0,census_1994
Self-emp-not-inc,White, Male,31.0,9.0,70.0,0,census_1994
State-gov,white,Male,42.0,9.0,40.0,0,census_1994
 Private ,White,male,39.0,11.0,40.0,0,census_1994
Private,White,F,73.0,13.0,12.0,0,census_1994
Private,White,MALE,25.0,9.0,50.0,0,census_1994
Private,  WHITE  , Male,35.0,10.0,40.0,0,census_1994
private, White ,FEMALE,18.0,10.0,30.0,0,census_1994
Private,White,M,68.0,10.0,40.0,0,census_1994
private,White,Female,52.0,9.0,40.0,0,census_1994
Private,white, Male,34.0,10.0,40.0,0,census_1994
  PRIVATE  ,White, Male,26.0,13.0,40.0,0,census_1994
Private,Black,F,33.0,9.0,40.0,0,census_1994
 Private ,  BLACK  ,M,49.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,MALE,47.0,9.0,40.0,0,census_1994
Private,White, Male,53.0,9.0,46.0,0,census_1994
  PRIVATE  , White ,MALE,25.0,9.0,50.0,0,census_1994
Private,White,M,28.0,10.0,40.0,0,census_1994
Private,White, Female,41.0,9.0,60.0,0,census_1994
private, White ,female,21.0,6.0,39.0,0,census_1994
Private,White,female,21.0,9.0,40.0,0,census_1994
Federal-gov,  BLACK  ,Male,39.0,10.0,40.0,0,census_1994
Private,White, Male,33.0,9.0,50.0,0,census_1994
Private,White,female,56.0,13.0,40.0,0,census_1994
Self-emp-not-inc,White,M,62.0,9.0,35.0,0,census_1994
Private,White,M,19.0,9.0,15.0,0,census_1994
Private,White,MALE,36.0,13.0,40.0,"5,178",census_1994
  PRIVATE  ,White,male,49.0,9.0,55.0,0,census_1994
Private,  WHITE  ,male,34.0,9.0,50.0,0,census_1994
Private,White,Male,27.0,13.0,55.0,0,census_1994
 Self-emp-inc ,White,Male,50.0,14.0,40.0,0,census_1994
Self-emp-not-inc,White,Female,44.0,10.0,45.0,0,census_1994
Private, White , Female,41.0,13.0,45.0,0,census_1994
Private,white,MALE,32.0,9.0,48.0,0,census_1994
 Self-emp-not-inc ,White, Male,67.0,4.0,40.0,0,census_1994
Private, White ,male,44.0,13.0,40.0,0,census_1994
 Private , White , Male,53.0,3.0,45.0,0,census_1994
Private,white, Female,21.0,9.0,25.0,0,census_1994
private,White,FEMALE,33.0,9.0,40.0,0,census_1994
Private,  BLACK  ,FEMALE,25.0,9.0,40.0,0,census_1994
Local-gov,white,male,23.0,7.0,40.0,0,census_1994
Private,  WHITE  , Female,48.0,9.0,52.0,0,census_1994
  PRIVATE  ,White,MALE,48.0,10.0,40.0,0,census_1994
private,  WHITE  ,Female,78.0,9.0,12.0,"2,329",census_1994
Local-gov,white,FEMALE,45.0,13.0,50.0,0,census_1994
  PRIVATE  ,  WHITE  ,F,19.0,10.0,20.0,0,census_1994
private,White, Male,27.0,13.0,40.0,0,census_1994
  PRIVATE  ,White,Male,45.0,11.0,76.0,0,census_1994
Private,  WHITE  ,Male,24.0,13.0,50.0,0,census_1994
local-gov, White ,FEMALE,48.0,14.0,10.0,"15,024",census_1994
Private,white, Male,29.0,13.0,50.0,"10,520",census_1994
,White, Female,54.0,9.0,25.0,"4,416",census_1994
State-gov,White, Female,56.0,9.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  ,Male,38.0,9.0,40.0,0,census_1994
Private,White,male,46.0,12.0,40.0,0,census_1994
Private,White,male,23.0,10.0,12.0,0,census_1994
Private,White,Male,62.0,10.0,40.0,0,census_1994
private,White,female,69.0,9.0,40.0,0,census_1994
Private,white, Male,42.0,10.0,45.0,0,census_1994
self-emp-not-inc,White,male,51.0,9.0,55.0,0,census_1994
Self-emp-inc,White,MALE,52.0,10.0,90.0,0,census_1994
