workclass,race,sex,age,education_num,hours_per_week,capital_gain
Private,Black,Male,27.0,10.0,40.0,0.0
Private,White,Male,33.0,10.0,45.0,0.0
Private,White,Male,37.0,3.0,60.0,0.0
Private,White,Male,34.0,10.0,42.0,0.0
Private,White,Male,34.0,13.0,60.0,0.0
Private,White,Male,39.0,9.0,50.0,15024.0
Private,White,Male,28.0,9.0,40.0,0.0
Private,White,Female,51.0,9.0,45.0,0.0
Private,White,Male,17.0,6.0,30.0,0.0
Private,White,Male,44.0,10.0,50.0,0.0
Private,Black,Male,28.0,15.0,50.0,0.0
Private,White,Female,39.0,9.0,20.0,0.0
Private,White,Female,18.0,10.0,40.0,0.0
Private,White,Male,57.0,4.0,75.0,0.0
Self-emp-not-inc,White,Male,68.0,14.0,24.0,0.0
Self-emp-not-inc,White,Male,33.0,9.0,60.0,0.0
Private,White,Male,26.0,9.0,60.0,0.0
Local-gov,Black,Male,58.0,13.0,40.0,0.0
Private,White,Male,56.0,10.0,40.0,0.0
Self-emp-inc,White,Male,31.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Male,34.0,13.0,40.0,0.0
Private,White,Female,20.0,10.0,40.0,0.0
Private,Other,Male,35.0,9.0,40.0,0.0
Private,White,Male,35.0,14.0,55.0,0.0
State-gov,White,Male,27.0,14.0,40.0,0.0
Private,Black,Male,22.0,10.0,40.0,0.0
Private,White,Male,90.0,13.0,45.0,0.0
Private,White,Male,18.0,10.0,50.0,0.0
Private,White,Female,42.0,10.0,40.0,0.0
Private,White,Female,29.0,10.0,40.0,0.0
Private,White,Female,20.0,10.0,30.0,0.0
Private,White,Female,45.0,9.0,40.0,0.0
Private,Black,Male,24.0,8.0,40.0,0.0
Private,White,Male,61.0,9.0,40.0,0.0
Private,White,Female,19.0,9.0,40.0,0.0
Private,White,Male,20.0,9.0,45.0,0.0
Private,White,Male,21.0,9.0,40.0,0.0
Local-gov,Black,Female,53.0,14.0,35.0,0.0
Private,White,Male,37.0,11.0,40.0,0.0
State-gov,White,Female,25.0,10.0,19.0,0.0
Private,Asian-Pac-Islander,Male,34.0,7.0,40.0,0.0
Private,White,Male,37.0,9.0,40.0,0.0
Private,Black,Female,42.0,4.0,40.0,0.0
Self-emp-not-inc,White,Male,45.0,5.0,40.0,0.0
Private,White,Male,36.0,9.0,65.0,0.0
Private,White,Male,38.0,14.0,50.0,0.0
Private,White,Female,23.0,13.0,45.0,0.0
Private,White,Male,36.0,9.0,60.0,0.0
Private,White,Female,25.0,12.0,38.0,0.0
Private,White,Male,37.0,1.0,40.0,0.0
Local-gov,White,Female,49.0,14.0,50.0,0.0
Self-emp-inc,White,Male,31.0,12.0,40.0,0.0
Private,White,Female,35.0,12.0,80.0,0.0
Private,White,Male,47.0,14.0,40.0,0.0
Federal-gov,White,Female,40.0,14.0,40.0,0.0
Private,White,Female,29.0,9.0,40.0,0.0
Private,White,Male,34.0,15.0,50.0,0.0
Private,Black,Male,24.0,13.0,40.0,0.0
Private,White,Male,44.0,9.0,40.0,0.0
Private,White,Male,22.0,9.0,45.0,0.0
Private,White,Male,34.0,9.0,40.0,0.0
Private,White,Male,45.0,13.0,15.0,0.0
Private,White,Female,17.0,7.0,19.0,0.0
Private,White,Male,34.0,14.0,55.0,0.0
Private,White,Female,19.0,9.0,55.0,0.0
Local-gov,White,Male,47.0,10.0,50.0,0.0
Private,White,Male,25.0,9.0,40.0,0.0
Private,White,Male,42.0,15.0,65.0,0.0
Private,White,Female,23.0,10.0,28.0,0.0
Local-gov,Black,Female,45.0,9.0,40.0,0.0
Self-emp-inc,White,Male,44.0,13.0,50.0,0.0
Local-gov,White,Female,38.0,14.0,55.0,0.0
Private,White,Female,31.0,9.0,40.0,0.0
Private,White,Female,49.0,10.0,35.0,0.0
Private,White,Male,35.0,9.0,40.0,0.0
Private,White,Male,30.0,13.0,60.0,0.0
Private,White,Female,40.0,11.0,24.0,0.0
Private,Asian-Pac-Islander,Male,61.0,14.0,45.0,0.0
Private,White,Male,37.0,9.0,40.0,0.0
Private,White,Female,26.0,10.0,50.0,0.0
Private,White,Male,40.0,15.0,50.0,0.0
Private,White,Female,46.0,9.0,30.0,0.0
Self-emp-not-inc,White,Male,57.0,7.0,50.0,4650.0
Private,White,Female,32.0,9.0,42.0,0.0
Private,White,Male,30.0,10.0,40.0,0.0
Private,White,Male,36.0,9.0,40.0,0.0
Private,White,Female,55.0,10.0,40.0,2354.0
Private,White,Female,59.0,7.0,28.0,3908.0
Private,White,Female,50.0,9.0,40.0,0.0
Private,White,Male,58.0,13.0,40.0,0.0
Private,White,Female,54.0,9.0,40.0,0.0
Local-gov,White,Female,34.0,14.0,50.0,0.0
Local-gov,White,Male,50.0,10.0,56.0,7298.0
Private,Amer-Indian-Eskimo,Female,34.0,11.0,40.0,0.0
Private,White,Female,53.0,10.0,39.0,0.0
Private,Black,Male,23.0,9.0,30.0,0.0
Private,White,Male,19.0,10.0,40.0,0.0
Private,White,Male,23.0,5.0,39.0,0.0
Private,White,Female,47.0,10.0,50.0,0.0
Self-emp-inc,White,Male,40.0,10.0,65.0,7298.0
Local-gov,White,Female,25.0,14.0,40.0,0.0
Private,White,Female,53.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Male,29.0,10.0,40.0,0.0
Private,White,Female,55.0,9.0,30.0,0.0
Private,White,Male,49.0,9.0,40.0,0.0
Federal-gov,White,Male,33.0,13.0,42.0,0.0
Private,White,Male,41.0,13.0,,4386.0
Private,Amer-Indian-Eskimo,Male,19.0,7.0,43.0,0.0
Local-gov,Black,Female,36.0,11.0,60.0,0.0
Private,White,Male,23.0,9.0,45.0,0.0
Federal-gov,White,Male,47.0,13.0,45.0,0.0
Private,White,Male,20.0,9.0,40.0,0.0
Private,White,Male,23.0,9.0,40.0,0.0
Private,White,Male,36.0,9.0,75.0,0.0
Private,White,Male,44.0,10.0,48.0,0.0
Private,White,Female,22.0,13.0,40.0,4416.0
Self-emp-not-inc,Amer-Indian-Eskimo,Male,29.0,10.0,40.0,0.0
Self-emp-not-inc,White,Male,30.0,12.0,40.0,0.0
Private,White,Male,48.0,13.0,45.0,0.0
Private,White,Male,48.0,12.0,44.0,0.0
Private,White,Female,30.0,10.0,40.0,0.0
Private,White,Male,36.0,7.0,40.0,0.0
Federal-gov,White,Male,35.0,9.0,40.0,0.0
State-gov,White,Female,27.0,12.0,40.0,0.0
Private,White,Male,26.0,13.0,40.0,0.0
Private,White,Male,47.0,5.0,48.0,4386.0
Private,White,Male,25.0,5.0,45.0,0.0
Private,White,Female,30.0,12.0,37.0,0.0
Private,Other,Male,33.0,9.0,50.0,0.0
Private,White,Female,35.0,9.0,35.0,0.0
Private,White,Male,39.0,13.0,40.0,0.0
Private,Black,Female,33.0,9.0,38.0,0.0
Private,White,Male,24.0,9.0,50.0,0.0
Private,White,Male,28.0,10.0,45.0,0.0
Private,White,Male,28.0,14.0,40.0,0.0
Private,Black,Female,38.0,9.0,40.0,0.0
Private,White,Male,46.0,10.0,60.0,0.0
Private,White,Male,40.0,13.0,40.0,0.0
Self-emp-inc,White,Male,22.0,9.0,45.0,0.0
Self-emp-inc,Asian-Pac-Islander,Female,53.0,13.0,50.0,0.0
Local-gov,White,Male,36.0,14.0,50.0,0.0
Private,White,Male,39.0,9.0,40.0,0.0
Private,White,Male,37.0,9.0,38.0,0.0
State-gov,White,Female,41.0,9.0,45.0,0.0
Private,White,Male,37.0,9.0,40.0,0.0
Private,White,Male,35.0,10.0,40.0,0.0
Local-gov,White,Male,63.0,9.0,55.0,0.0
Private,White,Male,39.0,9.0,40.0,10520.0
Private,White,Female,21.0,9.0,30.0,0.0
Private,White,Male,35.0,6.0,40.0,0.0
Private,White,Male,35.0,9.0,45.0,0.0
Local-gov,Amer-Indian-Eskimo,Female,28.0,9.0,35.0,0.0
Private,White,Male,37.0,11.0,54.0,0.0
Private,White,Male,47.0,10.0,30.0,0.0
State-gov,White,Male,43.0,13.0,60.0,99999.0
Private,Asian-Pac-Islander,Male,26.0,13.0,35.0,0.0
Private,White,Male,44.0,9.0,37.0,0.0
Private,White,Male,50.0,13.0,40.0,0.0
Private,Black,Female,36.0,9.0,40.0,0.0
Private,White,Female,47.0,10.0,35.0,0.0
Local-gov,White,Female,52.0,14.0,40.0,0.0
Private,White,Male,35.0,13.0,40.0,0.0
State-gov,Other,Male,64.0,2.0,45.0,0.0
Private,White,Male,18.0,9.0,30.0,0.0
Private,Black,Female,39.0,5.0,34.0,3411.0
Private,White,Female,22.0,6.0,40.0,0.0
Private,White,Male,70.0,5.0,18.0,0.0
Private,White,Male,48.0,14.0,40.0,0.0
Private,White,Male,45.0,6.0,60.0,0.0
Local-gov,White,Male,90.0,9.0,40.0,6767.0
Self-emp-inc,White,Female,25.0,13.0,50.0,0.0
Private,White,Male,29.0,9.0,50.0,0.0
Private,White,Male,26.0,9.0,40.0,0.0
Private,Black,Female,33.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Male,34.0,10.0,40.0,0.0
Private,Black,Female,22.0,9.0,37.0,0.0
Private,White,Male,34.0,9.0,50.0,0.0
Private,White,Male,60.0,13.0,46.0,0.0
Private,White,Female,27.0,13.0,40.0,0.0
Federal-gov,White,Female,24.0,12.0,40.0,0.0
Private,White,Male,39.0,9.0,40.0,0.0
Private,White,Male,30.0,9.0,44.0,0.0
Private,Amer-Indian-Eskimo,Male,38.0,9.0,50.0,0.0
Private,White,Male,21.0,9.0,40.0,0.0
Private,White,Male,29.0,13.0,40.0,0.0
Private,White,Male,27.0,10.0,46.0,0.0
Private,White,Male,60.0,10.0,40.0,0.0
Local-gov,White,Female,35.0,14.0,41.0,0.0
Private,White,Female,59.0,9.0,36.0,0.0
Self-emp-not-inc,White,Male,41.0,13.0,60.0,0.0
Private,White,Male,27.0,13.0,50.0,0.0
Local-gov,White,Male,35.0,10.0,40.0,0.0
Private,White,Female,19.0,8.0,40.0,1055.0
Private,White,Male,31.0,9.0,43.0,0.0
Private,White,Male,38.0,13.0,54.0,0.0
Private,Other,Female,21.0,9.0,35.0,0.0
State-gov,White,Male,43.0,14.0,45.0,0.0
Local-gov,White,Female,46.0,16.0,52.0,0.0
Private,White,Male,38.0,13.0,40.0,15024.0
Private,White,Female,54.0,10.0,40.0,0.0
Private,White,Male,32.0,10.0,60.0,0.0
Private,White,Female,54.0,9.0,43.0,0.0
Federal-gov,White,Female,38.0,12.0,33.0,7688.0
Self-emp-inc,White,Male,51.0,9.0,81.0,0.0
Private,Black,Male,28.0,13.0,50.0,2174.0
Private,White,Female,18.0,10.0,40.0,0.0
Private,White,Female,66.0,12.0,40.0,0.0
Private,Black,Female,30.0,9.0,40.0,0.0
Private,White,Male,23.0,9.0,53.0,0.0
Federal-gov,White,Male,24.0,9.0,40.0,0.0
Private,White,Male,29.0,9.0,40.0,0.0
Private,White,Male,64.0,13.0,55.0,27828.0
Private,White,Male,47.0,13.0,40.0,0.0
Private,White,Male,32.0,13.0,55.0,0.0
Private,White,Male,49.0,13.0,75.0,0.0
Private,White,Male,52.0,3.0,40.0,0.0
Private,White,Female,46.0,10.0,55.0,0.0
Private,Black,Male,45.0,9.0,40.0,0.0
Private,White,Female,45.0,9.0,50.0,0.0
Private,Asian-Pac-Islander,Male,26.0,9.0,60.0,0.0
Private,White,Female,20.0,9.0,40.0,0.0
Self-emp-inc,White,Male,40.0,9.0,50.0,0.0
Private,Asian-Pac-Islander,Male,41.0,12.0,40.0,0.0
Self-emp-not-inc,White,Male,58.0,11.0,65.0,0.0
Private,White,Female,45.0,11.0,55.0,0.0
Private,White,Female,22.0,9.0,40.0,0.0
Private,Black,Female,47.0,7.0,40.0,0.0
Private,White,Male,51.0,16.0,40.0,0.0
Private,White,Female,36.0,9.0,40.0,0.0
Local-gov,White,Male,39.0,7.0,30.0,0.0
Private,White,Male,30.0,14.0,47.0,0.0
Self-emp-inc,White,Male,41.0,9.0,55.0,0.0
Private,Black,Female,23.0,9.0,50.0,0.0
Self-emp-not-inc,White,Male,34.0,9.0,60.0,0.0
Private,White,Female,23.0,13.0,38.0,0.0
Private,White,Male,28.0,13.0,50.0,0.0
Private,White,Female,23.0,3.0,12.0,0.0
Private,White,Male,44.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Male,40.0,11.0,40.0,0.0
Private,White,Male,37.0,11.0,48.0,0.0
Private,White,Male,41.0,9.0,40.0,0.0
Private,White,Male,66.0,9.0,16.0,0.0
Private,White,Male,50.0,14.0,45.0,0.0
Private,White,Female,22.0,7.0,30.0,0.0
Local-gov,White,Male,53.0,10.0,35.0,0.0
Private,White,Male,33.0,10.0,40.0,0.0
Private,White,Male,31.0,10.0,40.0,0.0
Private,White,Female,52.0,5.0,40.0,0.0
State-gov,White,Male,18.0,10.0,10.0,0.0
Private,White,Female,30.0,10.0,40.0,0.0
Private,White,Female,20.0,9.0,30.0,0.0
Private,White,Male,44.0,9.0,40.0,0.0
Private,White,Male,54.0,9.0,45.0,0.0
Private,Black,Female,43.0,9.0,45.0,0.0
Private,White,Male,90.0,6.0,40.0,0.0
Local-gov,White,Female,49.0,14.0,16.0,0.0
Self-emp-not-inc,White,Male,75.0,14.0,45.0,0.0
Private,White,Female,55.0,10.0,40.0,0.0
Private,White,Female,47.0,13.0,4.0,0.0
State-gov,White,Female,27.0,13.0,40.0,0.0
Private,White,Male,22.0,9.0,48.0,0.0
Self-emp-not-inc,White,Male,57.0,10.0,55.0,0.0
Self-emp-not-inc,White,Male,26.0,9.0,40.0,0.0
Private,White,Male,21.0,10.0,40.0,0.0
Private,White,Female,27.0,13.0,40.0,0.0
Private,White,Male,32.0,9.0,54.0,0.0
Local-gov,White,Female,17.0,7.0,16.0,0.0
Private,White,Female,18.0,10.0,15.0,0.0
Self-emp-not-inc,Asian-Pac-Islander,Female,25.0,9.0,40.0,0.0
Private,White,Female,55.0,9.0,40.0,0.0
Private,White,Male,37.0,6.0,35.0,0.0
Private,White,Male,32.0,9.0,50.0,0.0
Private,White,Female,39.0,10.0,40.0,0.0
Private,White,Male,34.0,14.0,45.0,0.0
Private,White,Male,64.0,15.0,60.0,0.0
Private,White,Male,32.0,9.0,40.0,0.0
Private,White,Male,32.0,9.0,55.0,0.0
Private,White,Female,33.0,13.0,40.0,0.0
Private,White,Male,21.0,9.0,40.0,0.0
Private,White,Male,26.0,15.0,60.0,99999.0
State-gov,White,Male,37.0,14.0,60.0,0.0
Private,White,Male,42.0,13.0,40.0,3137.0
Private,White,Female,39.0,10.0,60.0,0.0
Self-emp-not-inc,White,Female,48.0,11.0,50.0,0.0
Private,Other,Female,32.0,9.0,40.0,0.0
Private,White,Female,17.0,8.0,18.0,0.0
Federal-gov,Asian-Pac-Islander,Male,34.0,13.0,40.0,1471.0
Private,White,Male,29.0,14.0,40.0,0.0
Private,White,Female,49.0,4.0,40.0,0.0
Private,White,Male,52.0,3.0,40.0,0.0
Private,Black,Female,25.0,9.0,40.0,0.0
Private,White,Male,34.0,9.0,40.0,0.0
Private,White,Female,49.0,6.0,40.0,0.0
Private,White,Female,40.0,10.0,60.0,0.0
Private,White,Female,37.0,9.0,40.0,1151.0
Private,White,Male,35.0,9.0,48.0,4386.0
Self-emp-not-inc,White,Male,42.0,13.0,80.0,0.0
Private,White,Female,55.0,7.0,20.0,0.0
State-gov,White,Female,50.0,9.0,40.0,0.0
Private,White,Male,32.0,13.0,40.0,0.0
Private,White,Male,49.0,9.0,60.0,0.0
Private,White,Male,61.0,9.0,40.0,0.0
Private,White,Female,35.0,12.0,40.0,0.0
Local-gov,White,Male,27.0,11.0,56.0,0.0
Private,White,Female,27.0,13.0,65.0,0.0
Self-emp-not-inc,White,Male,24.0,13.0,50.0,0.0
Private,White,Male,54.0,13.0,45.0,0.0
Private,White,Male,23.0,13.0,50.0,0.0
Private,Black,Female,52.0,6.0,40.0,0.0
Private,White,Male,46.0,14.0,55.0,0.0
Self-emp-inc,White,Male,54.0,9.0,50.0,0.0
Private,Black,Female,25.0,9.0,40.0,0.0
Private,White,Male,34.0,7.0,50.0,0.0
Self-emp-not-inc,White,Female,55.0,9.0,25.0,0.0
Private,White,Female,21.0,3.0,40.0,0.0
Private,White,Male,69.0,9.0,24.0,0.0
Federal-gov,White,Male,48.0,13.0,45.0,0.0
Private,White,Male,37.0,9.0,40.0,0.0
Private,White,Female,22.0,10.0,40.0,0.0
Private,Asian-Pac-Islander,Female,45.0,9.0,40.0,0.0
Private,White,Male,23.0,9.0,50.0,0.0
Private,White,Male,44.0,6.0,40.0,0.0
Self-emp-not-inc,White,Male,45.0,10.0,42.0,3103.0
Private,White,Male,61.0,9.0,40.0,0.0
Private,White,Male,25.0,9.0,40.0,0.0
Private,White,Male,56.0,10.0,45.0,0.0
Private,White,Male,20.0,10.0,60.0,0.0
Private,White,Male,49.0,11.0,25.0,0.0
Private,White,Male,45.0,9.0,40.0,0.0
Private,White,Male,19.0,9.0,15.0,0.0
Private,White,Female,25.0,11.0,38.0,0.0
Private,White,Male,42.0,9.0,40.0,0.0
Private,White,Female,20.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,51.0,10.0,99.0,0.0
Federal-gov,Black,Male,33.0,9.0,34.0,0.0
Private,White,Female,18.0,10.0,24.0,0.0
State-gov,White,Male,41.0,9.0,40.0,0.0
State-gov,White,Female,25.0,13.0,40.0,0.0
Private,White,Male,41.0,13.0,45.0,0.0
State-gov,White,Male,34.0,13.0,40.0,0.0
Private,White,Male,34.0,13.0,50.0,0.0
Local-gov,White,Male,32.0,14.0,50.0,0.0
Federal-gov,Black,Male,47.0,10.0,40.0,0.0
Local-gov,White,Male,44.0,9.0,52.0,0.0
Private,White,Female,36.0,13.0,45.0,0.0
Self-emp-not-inc,White,Female,36.0,10.0,50.0,0.0
Private,White,Female,38.0,11.0,20.0,0.0
Private,White,Male,30.0,15.0,40.0,0.0
Private,White,Male,60.0,12.0,40.0,0.0
Private,White,Male,85.0,13.0,3.0,0.0
Private,White,Female,34.0,11.0,40.0,0.0
Private,White,Female,17.0,7.0,7.0,0.0
Private,White,Female,20.0,9.0,40.0,0.0
Private,White,Female,36.0,10.0,40.0,0.0
Self-emp-not-inc,White,Male,50.0,10.0,55.0,0.0
Private,White,Male,40.0,14.0,40.0,0.0
Private,White,Female,23.0,13.0,36.0,0.0
Private,White,Male,45.0,13.0,,0.0
Private,White,Male,29.0,10.0,45.0,0.0
Private,White,Male,44.0,13.0,44.0,0.0
Private,White,Male,48.0,13.0,40.0,0.0
Private,White,Male,25.0,10.0,75.0,0.0
Private,White,Female,43.0,13.0,40.0,0.0
Private,White,Male,28.0,13.0,40.0,0.0
Private,Black,Male,69.0,13.0,50.0,9386.0
Private,White,Male,45.0,3.0,38.0,0.0
Private,White,Female,27.0,13.0,40.0,0.0
Private,White,Male,30.0,13.0,40.0,0.0
Private,Black,Female,51.0,9.0,40.0,0.0
Federal-gov,White,Male,29.0,9.0,40.0,0.0
Private,White,Male,34.0,13.0,65.0,0.0
Private,White,Male,36.0,9.0,60.0,0.0
Self-emp-not-inc,White,Female,24.0,9.0,50.0,0.0
Private,White,Male,38.0,7.0,40.0,0.0
Private,White,Male,51.0,9.0,40.0,0.0
Private,White,Male,56.0,10.0,40.0,0.0
Private,Black,Male,23.0,9.0,40.0,2597.0
Self-emp-not-inc,White,Male,56.0,3.0,67.0,0.0
Private,White,Female,19.0,8.0,30.0,0.0
Self-emp-inc,White,Male,37.0,10.0,60.0,0.0
Private,White,Female,61.0,9.0,40.0,0.0
Private,Black,Male,36.0,6.0,60.0,0.0
Self-emp-not-inc,White,Female,38.0,10.0,40.0,0.0
Federal-gov,White,Male,36.0,14.0,40.0,0.0
Private,White,Female,37.0,9.0,12.0,0.0
Private,White,Male,18.0,10.0,20.0,2176.0
Private,White,Female,22.0,10.0,20.0,0.0
Private,White,Female,25.0,13.0,40.0,0.0
Private,White,Female,32.0,13.0,44.0,0.0
Private,White,Male,33.0,11.0,50.0,0.0
Self-emp-not-inc,White,Male,31.0,11.0,48.0,0.0
Private,White,Male,42.0,9.0,40.0,0.0
Private,White,Female,36.0,13.0,20.0,0.0
Federal-gov,White,Male,55.0,9.0,40.0,0.0
Private,White,Male,44.0,10.0,40.0,0.0
Self-emp-inc,White,Male,45.0,9.0,48.0,0.0
Private,White,Female,44.0,10.0,48.0,0.0
Private,White,Male,24.0,9.0,50.0,0.0
Private,White,Male,30.0,7.0,,0.0
Private,White,Male,25.0,10.0,40.0,0.0
Self-emp-inc,White,Male,74.0,10.0,35.0,0.0
Private,White,Female,22.0,9.0,40.0,0.0
Private,White,Male,64.0,9.0,18.0,0.0
Private,White,Male,32.0,9.0,25.0,0.0
Private,White,Female,38.0,6.0,40.0,0.0
Private,White,Male,38.0,7.0,40.0,5178.0
Private,White,Female,40.0,7.0,40.0,0.0
Private,White,Male,49.0,9.0,25.0,0.0
Private,White,Male,44.0,13.0,40.0,7688.0
Private,Black,Male,36.0,9.0,48.0,0.0
Private,White,Female,44.0,9.0,40.0,3103.0
Private,White,Male,40.0,10.0,40.0,0.0
Private,White,Male,61.0,9.0,40.0,0.0
Self-emp-inc,White,Male,56.0,15.0,40.0,99999.0
Federal-gov,Asian-Pac-Islander,Female,31.0,13.0,40.0,5178.0
Private,White,Male,34.0,13.0,85.0,0.0
Private,Black,Female,35.0,9.0,35.0,0.0
Self-emp-inc,White,Male,46.0,13.0,70.0,0.0
Private,White,Male,43.0,13.0,50.0,0.0
State-gov,White,Male,43.0,9.0,40.0,0.0
Private,White,Female,31.0,14.0,30.0,0.0
Private,White,Male,44.0,10.0,35.0,0.0
Local-gov,White,Female,38.0,10.0,40.0,0.0
Private,White,Female,80.0,9.0,16.0,0.0
Private,Black,Female,41.0,9.0,40.0,0.0
Private,White,Male,40.0,10.0,50.0,3411.0
Private,White,Female,19.0,10.0,20.0,0.0
Private,White,Female,27.0,10.0,40.0,0.0
Private,White,Female,31.0,9.0,35.0,0.0
Self-emp-not-inc,White,Male,40.0,10.0,40.0,0.0
Private,White,Female,57.0,4.0,3.0,0.0
Private,White,Male,33.0,7.0,,0.0
Local-gov,White,Male,33.0,10.0,40.0,0.0
Private,White,Female,18.0,10.0,15.0,0.0
Private,White,Female,30.0,10.0,40.0,0.0
Private,Black,Female,33.0,13.0,40.0,0.0
Private,White,Male,26.0,9.0,40.0,0.0
Private,White,Male,38.0,9.0,65.0,0.0
Private,White,Female,21.0,9.0,25.0,0.0
Private,White,Male,24.0,9.0,40.0,0.0
Private,White,Male,54.0,9.0,40.0,0.0
State-gov,White,Male,37.0,9.0,40.0,5013.0
Private,Black,Male,34.0,9.0,42.0,0.0
Private,White,Male,34.0,9.0,60.0,0.0
State-gov,Asian-Pac-Islander,Male,26.0,15.0,50.0,2463.0
State-gov,Black,Female,24.0,14.0,40.0,0.0
Private,White,Male,48.0,13.0,40.0,0.0
Private,White,Female,53.0,10.0,40.0,0.0
Private,White,Female,23.0,9.0,30.0,0.0
Local-gov,White,Female,57.0,9.0,30.0,0.0
Private,Asian-Pac-Islander,Male,27.0,10.0,40.0,0.0
Private,White,Male,42.0,10.0,40.0,0.0
Private,White,Male,20.0,10.0,16.0,0.0
Self-emp-inc,White,Male,58.0,9.0,40.0,0.0
Private,Black,Male,24.0,9.0,50.0,0.0
Local-gov,White,Male,22.0,10.0,40.0,0.0
Private,White,Male,47.0,9.0,50.0,0.0
Private,Black,Female,44.0,9.0,40.0,0.0
Private,Amer-Indian-Eskimo,Female,21.0,10.0,4.0,0.0
Self-emp-not-inc,White,Male,61.0,15.0,50.0,0.0
Private,White,Male,37.0,13.0,40.0,0.0
Private,White,Male,51.0,9.0,50.0,0.0
Self-emp-not-inc,White,Male,51.0,9.0,60.0,0.0
State-gov,White,Female,26.0,13.0,20.0,0.0
Private,White,Male,65.0,13.0,40.0,0.0
Self-emp-not-inc,White,Male,27.0,9.0,60.0,0.0
Private,White,Male,19.0,5.0,40.0,0.0
Private,White,Male,29.0,6.0,40.0,0.0
Private,White,Male,73.0,9.0,30.0,0.0
Private,White,Male,60.0,10.0,40.0,0.0
Private,Asian-Pac-Islander,Male,27.0,13.0,40.0,0.0
Private,White,Male,47.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Male,32.0,13.0,45.0,2174.0
Private,White,Male,46.0,10.0,40.0,0.0
Private,White,Male,50.0,10.0,40.0,0.0
Private,White,Male,62.0,3.0,24.0,0.0
Self-emp-inc,White,Female,30.0,10.0,25.0,0.0
Private,White,Male,60.0,9.0,40.0,4650.0
Self-emp-inc,White,Male,32.0,9.0,50.0,0.0
Private,Black,Male,17.0,7.0,20.0,0.0
Private,Asian-Pac-Islander,Female,35.0,10.0,40.0,0.0
Private,Asian-Pac-Islander,Male,20.0,9.0,40.0,0.0
Local-gov,White,Male,49.0,9.0,40.0,0.0
State-gov,White,Male,38.0,10.0,40.0,0.0
Private,White,Male,24.0,13.0,40.0,0.0
Private,White,Male,19.0,7.0,25.0,0.0
Private,White,Male,23.0,13.0,30.0,0.0
Private,White,Male,26.0,10.0,35.0,0.0
Private,Black,Female,25.0,9.0,40.0,0.0
Private,White,Female,28.0,14.0,40.0,0.0
Private,White,Male,38.0,10.0,45.0,0.0
Private,Black,Female,36.0,6.0,40.0,0.0
Local-gov,White,Female,21.0,10.0,35.0,0.0
Private,White,Male,27.0,13.0,35.0,0.0
Private,White,Male,50.0,13.0,45.0,0.0
Private,White,Male,27.0,9.0,45.0,0.0
Private,White,Female,27.0,9.0,40.0,5178.0
Private,White,Male,28.0,9.0,40.0,0.0
Private,White,Male,44.0,9.0,40.0,0.0
Private,White,Male,22.0,10.0,30.0,0.0
Private,White,Male,23.0,10.0,40.0,0.0
Private,White,Male,18.0,7.0,20.0,0.0
Self-emp-not-inc,White,Male,72.0,15.0,28.0,0.0
Local-gov,White,Male,58.0,9.0,40.0,0.0
Private,Black,Male,29.0,9.0,40.0,0.0
State-gov,Black,Female,66.0,6.0,40.0,0.0
Private,Asian-Pac-Islander,Female,37.0,14.0,40.0,0.0
Private,White,Male,38.0,9.0,48.0,0.0
Private,White,Male,19.0,9.0,40.0,0.0
State-gov,White,Male,27.0,9.0,40.0,2174.0
Private,White,Male,18.0,7.0,20.0,0.0
Private,White,Male,40.0,10.0,50.0,0.0
Private,White,Female,52.0,4.0,7.0,0.0
Private,White,Male,42.0,9.0,48.0,0.0
Self-emp-not-inc,White,Male,39.0,9.0,50.0,0.0
Private,Black,Female,34.0,6.0,40.0,0.0
Private,Black,Male,47.0,12.0,40.0,0.0
Private,White,Female,44.0,13.0,5.0,0.0
Local-gov,White,Male,38.0,10.0,75.0,0.0
Private,White,Female,46.0,12.0,36.0,0.0
Private,White,Female,21.0,11.0,40.0,0.0
Private,White,Male,32.0,10.0,45.0,0.0
Private,White,Male,29.0,11.0,40.0,0.0
Private,White,Male,46.0,9.0,40.0,0.0
Local-gov,White,Male,18.0,9.0,60.0,0.0
Private,White,Male,43.0,9.0,52.0,0.0
Private,Black,Male,33.0,7.0,60.0,0.0
Private,White,Male,55.0,14.0,55.0,99999.0
Private,White,Male,43.0,9.0,40.0,0.0
Private,White,Female,47.0,5.0,30.0,0.0
Private,Black,Male,61.0,5.0,65.0,0.0
Private,White,Female,57.0,9.0,40.0,0.0
Private,White,Male,31.0,9.0,40.0,0.0
State-gov,White,Female,28.0,10.0,38.0,0.0
Private,White,Female,49.0,9.0,24.0,0.0
State-gov,Asian-Pac-Islander,Female,38.0,10.0,40.0,0.0
Private,White,Male,32.0,9.0,55.0,0.0
Local-gov,White,Male,41.0,14.0,38.0,0.0
Private,White,Male,37.0,9.0,50.0,0.0
Private,White,Male,64.0,14.0,45.0,0.0
Private,White,Male,30.0,1.0,40.0,0.0
Private,White,Male,47.0,4.0,40.0,0.0
